Famille d'origine;Planet;People;Prosperity;RECOMMANDATION;CRITERES;JUSTIFICATIONS;Etape Cycle de Vie;incontournables;Indicateurs;X;Y;Priorite;Recurrence;Use Case
BACKEND;B;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce que l'on peut reduire les dependances avec un composant alternatif ?;Les arbres de dependance donnent la cartographie des composants et leurs relations. Un arbre de dependance le plus reduit possible est efficace car il reduit les volumes de code, mais cela ne presume pas que chaque branche de cet arbre de dependance est justifiee par une utilisation effective.;Acquisition;;;;;;;
BACKEND;B;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce que l'utilisateur est informe d'un traitement en cours en arriere-plan ?;Certains traitements sont invisibles du point de vue utilisateur, mais peuvent produire des delais de reponse incompris et inciter l'utilisateur e renouveler ses operations. La multiplication des demandes de traitements inutiles degradent les performances NR.;Utilisation;;;;;;;
BACKEND;B;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce que l'integration d'un traitement asynchrone a ete evaluee ?;Le traitement differe d'operations permet de diluer sur une periode de temps plus longue les demandes de charges sur les systemes.e;Realisation;;;;;;;
BACKEND;A;B;A;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce que les ressources inutilisees sont bien liberees au plus vite ?;Les techniques de developpement affranchissent les developpeurs de l'allocation et la liberation explicite des ressources utilisees. Neanmoins le volume des ressources est conditionne par la portee des informations et l'utilisation generalisee de donnees e portee globale va entraener une surcharge de consommation qui peut conduire e un sur-dimensionnement des equipements alors qu'une utilisation plus rationnelle permettrait de s'en dispenser.;Fin de Vie;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;L'analyse des codes source valide la liberation des ressources
BACKEND;B;C;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce qu'une VM est indispensable par rapport e une solution container ?;Les techniques de virtualisation par Machines Virtuelles dupliquent l'integralite des systemes d'exploitation et cloisonnent les acces aux composants physiques. D'autres techniques e base de containers sont plus economiques en terme de duplication et leur proximite avec les composants physiques permettent une meilleure utilisation et supervision de ces ressources.;Deploiement;;;;;;;
BACKEND;B;C;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;La disponibilite du service necessite-t-elle une redondance ?;La redondance permet de garantir un niveau de service eleve. Cette solution necessite beaucoup de duplications des equipements physiques, des reseaux, des stockages. Cette tolerance aux pannes est parfois justifiee par les fonctionnalites du service, et parfois va au-dele des exigences. L'adaptation du niveau de service et du besoin du service permet de reduire l'impact environnemental.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Analyse de risques
BACKEND;A;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Les interactions entre les composants beneficient-ils de systemes de cache ?;La reduction des volumes d'echanges, des operations de calculs, traitements, et acces aux donnees est un axe d'optimisation des consommations de ressources. La mise en place de systemes de cache permet de reduire les coets des operations repetitives. Les mecanismes de cache peuvent etre deployes e differents points de passage dans un service. Plus le cache est proche du demandeur qu'il doit servir, plus le volume de donnees en transit et la longueur du chemin emprunte par les donnees sont faibles. Plus le cache est proche de la source de donnees, plus il peut etre mutualise par un nombre important d'utilisateurs mais les donnees seront tout de meme echangees, seules les operations de traitements et collectes seront reduites.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Le dossier technique identifie les caches et la strategie de cache utilisee pour chaque type de flux. Les outils de gestions des caches (purge / desactivation) sont utilises pour valider les performances effectives (ex: CHROME : console /network enable - disable cache)
BACKEND;B;C;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce que le framework ou la technologie utilisee ne bloque pas les caches navigateur ?;L'utilisation de certains framework notamment dans les cas d'application single page rendent difficiles la gestion du cache sur le peripherique utilisateur. Les technologies employees et les principes de developpement doivent limiter ces effets parasites qui vont surcharger les besoins d'echanges alors qu'il n'y a pas lieu.;Acquisition;;;;;High;OnUpdate;Dossier technique
BACKEND;B;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Existe-t-il un framework/library plus leger repondant au besoin fonctionnel ?;A perimetre fonctionnel egal, plusieurs solutions techniques sont envisageables. Plus le framework est reduit, plus son impact environnemental sera reduit car les flux seront minimises et les consommations de ressources de traitements reduites. Les performances techniques vont aussi dans la meme direction.;Acquisition;;;;;;;
BACKEND;B;B;A;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce qu'une solution Open Source est disponible pour le besoin fonctionnel ?;Une solution Open Source n'est pas un gage d'efficacite NR et les differentes alternatives doivent etre challengees. Mais l'Open Source permet de limiter les ambitions et mainmises de certains acteurs dont les pratiques economiques, sociales sont opaques.e;Acquisition;;;;;;;
BACKEND;B;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce que les versions des composants utilises sont suivies et appliquees ?;Capitaliser sur les meilleures pratiques deployees est un gage d'efficacite environnementale et operationnelle. Les avancees techniques etant rapides il est important de propager rapidement tous les benefices environnementaux qui pourraient etre integres dans un composant, dans le cadre du suivi de l'etat de l'art et des performances environnementales.;Maintenance;;;;;;;
BACKEND;B;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Est-ce que la securisation implementee est justifiee au regard des operations realisees ?;L'implementation de securisation genere une empreinte environnementale supplementaire qui doit etre en rapport avec l'aspect critique de l'operation concernee, plutet que dans un mode de generalisation du niveau de securisation de tout le service. Cette segmentation de niveau de securisation doit avoir un benefice global, et ne pas engendrer de surcoet d'impact.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Analyse de risques
BACKEND;B;C;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Le niveau des logs est-il adapte e l'environnement ?;La mise en oeuvre de services est associee e la production d'informations permettant son contrele, tels que les evenements d'anomalies, les traces d'execution de debug. Ces logs generees automatiquement sont utiles si elles sont reellement exploitees pour fiabiliser le service, mais generent un gaspillage de ressources lorsqu'elles sont collectees pour etre ignorees.;Administration;;;;;;;
BACKEND;B;C;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;"Est-ce que les fichiers temporaires sont inclus dans les ""logrotate"" ?";Dans les processus d'execution des fichiers temporaires sont produits. Ces fichiers inutiles, apres leur utilisation tres ponctuelle, doivent etre supprimes des espaces de stockage. Les mecanismes de nettoyages de ces fichiers temporaires sont disponibles sur tous les systemes d'exploitation et doivent etre mis en oeuvre.;Deploiement;;(X / Y ) * 100;Fichiers temporaires surveilles;fichiers temporaires;Low;Periodic;File system
BACKEND;B;B;B;Utiliser les composants techniques qui ameliorent les aspects NR, securite et performance;Les fonctionnalites sont-elles documentees pour permettre leur reutilisation ?;D'une part dans une organisation les projets presentent beaucoup de similitudes, d'autre part les aspects NR adresses dans les projets sont souvent du meme ordre. Afin de capitaliser sur ces elements et beneficier des efforts produits, il est necessaire de s'appuyer sur un socle de connaissances stables. Toutefois la maturite d'une organisation d'un point de vue NR est amenee e progresser, il faut donc que les etapes documentees puissent aussi suivre ces evolutions et participer activement e cet accroissement de maturite.e;Revalorisation;INCONTOURNABLE;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;La documentation technique integre des elements NR
BACKEND;A;B;A;Limiter la volumetrie des echangese;Est-ce que les donnees echangees sont compressees / minifiees avant transmission ?;Les echanges indispensables doivent permettre de reduire la volumetrie des transferts. La minification des echanges, la compression des donnees echangees permettent de reduire ces volumes. Toutefois les operations de compression et decompression necessitent des executions de traitements qui peuvent annuler le benefice de la compression des echanges.;Deploiement;INCONTOURNABLE;(X / Y ) * 100;Volume compresse;Volume de transfert;High;OnUpdate;Les outils/consoles de developpement et les extensions des navigateurs permettent de verifier les bonnes pratiques (ex : CHROME - Extension greenIT / bonnes pratiques)
BACKEND;A;B;A;Limiter la volumetrie des echangese;Est-ce que la pagination est utilisee sur les echanges de donnees ?;Les capacite de restitution d'information des peripheriques utilisateur sont limitees. D'autre part la capacite d'assimilation de donnees par l'utilisateur est aussi contrainte. Il serait inefficace que le volume de donnees transmis soit au-dele de ces limites, cela conduirait e un gaspillage de l'utilisation de ressources de traitement.;Realisation;;(X / Y ) * 100;Donnees API analysees;Donnees API echangees;High;OnUpdate;L'analyse des codes sources, recherche les parametrages des appels API sans definitions de limites. Les outils de developpement et la console des navigateurs permettent de tracer les flux echanges, leurs volumes et frequences (ex: CHROME : console / network)
BACKEND;A;B;A;Limiter la volumetrie des echangese;Est-ce que le nombre de requetes entre le client et le serveur est minimise ?;Les operations realisees sur le front end generent des requetes vers les services distants. Plus le nombre de requetes est important plus les mecanismes de traitements et d'echanges vont consommer de ressources. Le perimetre et la conception des requetes du back end doivent permettre de limiter le nombre de requetes.;Realisation;;(X / Y ) * 100;Requetes analysees;Requetes BO;High;OnUpdate;L'analyse des codes sources, recherche des appels API. Les outils de developpement et la console des navigateurs permettent de tracer les flux echanges, leurs volumes et frequences (ex: CHROME : console / network)
BACKEND;B;B;B;Limiter la volumetrie des echangese;Est-ce que les donnees echangees correspondent uniquement au besoin immediat ?;Le perimetre et la conception des requetes du back end doivent permettre de limiter le volume de donnees echangees pour satisfaire au fur et e mesure de son parcours, les besoins utilisateurs sans anticiper sur des predictions d'usage hypothetiques.;Realisation;;(X / Y ) * 100;Donnees API analysees;Donnees API echangees;High;OnUpdate;Navigation / CHROME : network
BACKEND;B;B;B;Utiliser des principes de developpement qui reduisent les impacts;Les notifications utilisateurs sont-elles necessaires ?;Les methodes de notifications peuvent employer des technologies consommatrices de ressources et certaines pratiques visent e les multiplier ce qui augmente l'empreinte environnementale du service. Reduire les notifications, utiliser des mecanismes legers, et permettre e l'utilisateur de desactiver ces notifications est utile pour reduire les consommations d'energie ainsi que le detournement d'attention des utilisateurs.;Utilisation;;(X / Y ) * 100;Notifications analysees;Notifications;Medium;OnUpdate;Parcours utilisateurs
BACKEND;B;A;B;Utiliser des principes de developpement qui reduisent les impacts;Est-ce que le SSO est implemente lorsqu'il est possible ?;La reduction des operations d'identification utilisateur permet d'alleger la charge de traitement et de securisation.;Utilisation;;;;;;;
BACKEND;B;B;B;Utiliser des principes de developpement qui reduisent les impacts;Quel serait mon reflexe de dev, pour prendre en compte le cycle de vie ?;La prise en compte du cycle doit etre integree dans les phases de developpement. Les developpeurs sont les principaux acteurs qui, par leurs choix, leurs pratiques vont conditionner les resultats futurs. La prise en compte du cycle de vie dans le developpement est indispensable. Il serait plus coeteux, plus risque et moins efficace de traiter les aspects de cycle de vie en aval.;Realisation;;;;;;;
BACKEND;B;A;B;Utiliser des principes de developpement qui reduisent les impacts;Chaque partie-prenante a-t-elle la latitude de prendre des decisions pouvant influer sur l'impact environnemental ?;Les orientations des developpement peuvent evoluer au fil du temps. Ces evolutions doivent systematiquement prendre en compte les aspects NR. Les adaptations sont le plus souvent le fait des metiers. Des contraintes techniques qui apparaissent au cours du developpement et engendrant des impacts environnementaux doivent pouvoir aussi etre traites par les equipes techniques avec des chemins de validation pre-definis.;N/A;;;;;;;
BACKEND;C;B;A;Utiliser des principes de developpement qui reduisent les impacts;L'analyse de code est-elle utilisee dans le processus d'integration continue?;La standardisation et la verification de conformite des codes produits permet d'identifier le respect des recommandations NR et d'affiner le suivi de ces pratiques.e;Deploiement;;(X / Y ) * 100;Lignes analysees;Lignes de code;High;OnUpdate;Integration continue
BACKEND;C;B;A;Utiliser des principes de developpement qui reduisent les impacts;Est-ce que les metriques de qualite du code sont suivies ?;La qualite du logiciel produit e un impact direct sur les aspects NR. Les defauts entraenent de multiples livraisons de nouvelles versions successives, les anomalies entraenent des productions de traces d'anomalies importantes, et des fonctionnalites plus consommatrices de ressources techniques, parfois pour un resultat non atteint, donc des ressources ont ete gaspillees pour ne produire aucun resultat.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Integration continue
BACKEND;B;B;B;Utiliser des principes de developpement qui reduisent les impacts;Les rapports de tests des fonctionnalites sont-ils disponibles et suivis ?;La couverture des tests fonctionnels et la qualite gagnee par la prise en compte de tous les cas de tests permet de fiabiliser les developpements, et d'eviter des fonctionnements logiciels inefficaces qui consomment des ressources techniques sans rendre la fonctionnalite et genere de multiples mises e jour. A l'insatisfaction des utilisateurs s'ajoute la frustration des equipes de developpement qui doivent traiter la non-qualite sans pouvoir progresser dans leurs metiers.;Deploiement;;;;;;;
BACKEND;A;B;A;Utiliser des principes de developpement qui reduisent les impacts;Est-ce que les outils de suivi des performances NR ont ete identifies et mis e disposition des developpeurs ?;Les avancees techniques du NR vont permettre de fournir des outils facilitant l'implementation et le suivi des performances NR. Les outils references pour assister les developpements vont se multiplier avec l'augmentation de maturite NR de l'ensemble des organisations. Les premiers outils disponibles etaient orientes sur les usages du point de vue utilisateur, les seuls outils pour les traitements cete serveurs sont ceux utilises pour le suivi des performances techniques. Les performances techniques et NR vont en majorite dans le meme sens.;Deploiement;;;;;;;
BACKEND;A;B;A;Utiliser des principes de developpement qui reduisent les impacts;Une analyse du profil de consommation de l'application a-t-elle ete effectuee ?;La consommation de ressources des codes peut etre analysee avec des outils qui tracent l'ensemble des appels et les coets unitaires et globaux de chaque fonctions ou methodes. Ce profil de consommation est un bon point de depart pour reduire la consommation du service. En fonction des usages, le profil peut etre amene e changer est doit faire l'objet de suivis reguliers.;Administration;;;;;;;
BACKEND;B;B;B;Utiliser des principes de developpement qui reduisent les impacts;Est-ce que chaque version deployee suit le meme processus de qualification des performances NR ?;Chaque mise e jour peut ameliorer l'impact environnemental du service ou l'annuler si ces principes NR ne sont pas systematiquement appliques e chaque operation de maintenance applicative. Pour garder la coherence et capitaliser sur les efforts et benefices realises, les phases de maintenance doivent suivre les memes demarches;Maintenance;;;;;;;
BACKEND;C;B;A;Contreler les aspects reglementaires;Est-ce que la cartographie des traitements (RGPD) est disponible ?;Les donnees que les utilisateurs confient sont sous votre responsabilite et les utilisateurs doivent etre tenus informes du soin que vous mettez en oeuvre pour assurer la confidentialite de ces donnees. Le registre des traitements, le PIA du RGPD, doit etre realise, mis e jour et valide par le DPO (Delegue e la Protection des Donnees). Les donnees echangees avec d'autres prestataires doivent faire l'objet d'une analyse de responsabilite. Limiter la collecte de donnees sensibles, au-dele du respect de l'utilisateur, reduit aussi la charge et la responsabilite d'administration de ces donnees personnelles.;Conception;;;;;High;OnUpdate;Liasse RGPD
BACKEND;C;B;A;Contreler les aspects reglementaires;Est-ce que l'analyse de risques (RGPD) est realisee ?;Les donnees que les utilisateurs confient sont sous votre responsabilite et les utilisateurs doivent etre tenus informes du soin que vous mettez en oeuvre pour assurer la confidentialite de leurs donnees. Le registre des traitements, le PIA du RGPD doit etre realise, mis e jour et valide par le DPO (Delegue e la Protection des Donnees). Les donnees echangees avec d'autres prestataires doivent faire l'objet d'une analyse de responsabilite. Limiter la collecte de donnees sensibles, au-dele du respect de l'utilisateur, reduit aussi la charge et la responsabilite d'administration de ces donnees personnelles;Administration;;;;;High;OnUpdate;Liasse RGPD
BACKEND;C;A;A;Contreler les aspects reglementaires;Est-ce que le RGAA est pris en compte ?;Le non-respect des reglementations est tout d'abord illegal et peut entraener des penalites importantes. Il coupe aussi des utilisateurs meme hors du cadre du handicap de l'acces au service.;Conception;;;;;High;OnUpdate;Audit accessibilite
BACKEND;C;B;A;Contreler les aspects reglementaires;Est-ce que les donnees reglementees (bancaires, sante, ...) sont securisees ?;Le cadre reglementaire de certaines categories de donnees est tres strict. Le respect de ces donnees pour proteger les utilisateurs est un critere important. Il est indispensable que dans le processus de developpement aucune breche ne soit possible et que toutes les interoperabilites avec les mecanismes standards de ces domaines soient validees.;Deploiement;;;;;High;OnUpdate;Analyse de risques
BACKEND;C;A;A;Contreler les aspects reglementaires;Est-ce que des donnees reglementees sont utilisees ?;Le cadre reglementaire de certaines categories de donnees est tres strict. Le respect de ces donnees pour proteger les utilisateurs est un critere important. Il est indispensable que dans le processus de developpement aucune breche ne soit possible et que toutes les interoperabilites avec les mecanismes standards de ces domaines soient validees.;Conception;;;;;;;
BACKEND;B;B;B;Contreler les aspects reglementaires;Le service en cours de conception est-il conforme aux evolutions de la societe et de la legislation ?;Au-dele des aspects purement reglementaires, l'anticipation de la prise en compte de l'evolution des attentes societales est necessaire pour assurer une couverture de ce sujet durant toute la duree de vie du service. Anticiper les futurs points de reglement et normes permet de perenniser le service en limitant les besoins de mises e jour dictees par l'environnement legal.e;Conception;;;;;Low;OnUpdate;Analyse de risques
BACKEND;A;B;A;Contreler les aspects reglementaires;Le fournisseur d'infrastructures est-il en mesure d'exposer ses metriques environnementales ?;Dans les dimensions NR, les aspects humains, environnementaux et economiques occupent une place importante. S'assurer que tous les intervenants y compris chez les prestataires (et ses propres sous-traitants et fournisseurs) utilises pour le projet disposent des memes attentions NR est necessaire pour que la coherence des efforts NR ne soit pas aneantie par un choix qui aurait pu etre evite.;Acquisition;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Les procedures d'achat referencent les strategies NR que doivent prendre en compte les fournisseurs.
BACKEND;A;A;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Les aspects NR sont-ils propages et entretenus sur l'ensemble des acteurs ?;Lorsque chacun des acteurs a un acces simple e des marqueurs permettant d'evaluer l'impact environnemental de ses actions et choix, il peut adapter ses pratiques pour rendre le service plus efficace et responsable.;N/A;;;;;;;
BACKEND;A;B;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Un benchmark sur les criteres environnementaux a-t-il ete effectue pour le choix du fournisseur d'infrastructure ?;Les fournisseurs en mesure de communiquer leurs criteres environnementaux affichent un niveau de maturite et une orientation importante. Cette capacite doit intervenir dans le choix des fournisseurs.;Acquisition;;;;;;;
BACKEND;A;B;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Est-ce que le processus de conception / les outils integrent le traitement des exigences NR ?;Chaque fonctionnalite mise en oeuvre doit disposer d'une prise en compte du NR pour que l'ensemble du service soit coneu avec le respect le plus complet des principes NR, un aspect non couvert pouvant annuler tout ou partie des benefices acquis par ailleurs. Il est plus efficace d'avoir un traitement equilibre sur l'ensemble, plutet que viser l'excellence sur une partie et laisser des trous consequents sur d'autres.;Conception;;;;;;;
BACKEND;A;B;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Est-ce que la fonctionnalite envisagee est utile ?;La selection des fonctionnalites jugees indispensables peuvent etre remises en cause dans leur forme initiale par rapport e leur impact NR. Dans ce cas, les coets / benefices devront prendre en compte ces oppositions et faire l'objet d'adaptation pour faire converger les 2 approches : necessite fonctionnelle et impact NR.;Conception;INCONTOURNABLE;(X / Y ) * 100;Fonctionnalites utilisees;Fonctionnalites deployees;High;Periodic;Des donnees sont identifiees et collectees (analytics / sondes) en production pour identifier les usages et les fonctionnalites superflues.e
BACKEND;B;B;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Le dimensionnement des ressources d'infrastructures suit-il la vie de l'application ?;Le taux d'utilisation des ressources physiques de l'infrastructure doit etre suivi pour permettre une meilleure utilisation des materiels disponibles et eviter de deployer des elements supplementaires lorsque le taux d'utilisation n'est pas complet.e;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;Periodic;Suivi de configuration
BACKEND;A;C;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Est-ce que l'architecture technique est en permanence en rapport avec l'activite du service ?;Le suivi des taux utilisations doit aussi permettre de reduire la taille de l'infrastructure lorsqu'elle est sur-dimensionnee par rapport au besoin.;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;Le suivi de production met en oeuvre des indicateurs d'utilisation des ressources techniques
BACKEND;B;B;B;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Est-ce qu'un profil d'utilisation des fonctionnalites est mis en place ?;Les User Story / Use Case doivent etre specifies par rapport e des usages afin de ne pas aller vers une inflation de fonctionnalites qui serait superflue par rapport aux besoins reels des utilisateurs. Proposer des fonctionnalites marginales va engendrer une empreinte environnementale, un coet et une incomprehension du service supplementaire non justifies.e;Administration;;;;;;;
BACKEND;A;C;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Est-ce que les operations de de-provisionnement sont exprimees lors de la conception ?;Lors de la conception, chaque partie composant le projet peut etre amenee e avoir une duree de vie differente. Il est important que l'ensemble des procedures de fin de vie soient exprimees pour que l'empreinte des composants inutilises et arretes soient nulle.;Fin de Vie;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;OnUpdate;La gestion de configuration permet de preciser les regles de provisionnemnent / de-provisionnement en fonction de seuils
BACKEND;A;C;A;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;L'ensemble des equipements techniques utilises par le service sont-ils identifies?;La conception, le developpement, les tests, la production, la gestion de disponibilite sont des etapes qui vont utiliser des ressources techniques. Chacune de ces ressources doit etre identifiee et ses caracteristiques repertoriees.e;Utilisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;Periodic;La gestion de configuration permet de referencer tous les equipements lies au service
BACKEND;A;B;B;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Pour chaque equipement, les caracteristiques sont-elles disponibles ? (Anciennete, donnees de perf environnementales, ...);La position de l'equipement dans son cycle de vie et son impact environnemental doivent etre connus pour utiliser au mieux les equipements disponibles.;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;Periodic;La gestion de configuration permet de referencer tous les equipements lies au service
BACKEND;B;B;B;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Chaque fonction du service est-elle apprehendee en regard de son importance dans le service ?;Les fonctionnalites les plus importantes sont parfois moins consommatrices de ressources que des fonctions marginales ce qui n'a pas de sens dans une demarche NR coherente.;Conception;;;;;;;
BACKEND;B;B;B;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Les fonctions secondaires ont-elles aussi un impact moindre sur l'impact environnemental ?;La coherence NR pousse e s'assurer que les fonctions secondaires n'ont pas un impact environnemental plus important que les fonctions principales. Les phases de developpement doivent clairement identifier les fonctions principales et secondaires et leur impact du point de vue NRe;Conception;;;;;;;
BACKEND;B;B;B;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Chacune des phases du cycle de vie sont-elles identifiees avec des actions specifiques ?;La demarche ACV est une base de la prise en compte du NR dans la conception des services numeriques, elle permet d'associer des actions e chaque etape du cycle de vie.;Administration;;;;;Low;Periodic;Analyse d'impact
BACKEND;C;B;B;Mettre en place une methodologie qui favorise la prise en compte des aspects NR;Les donnees ACV sont-elles reutilisees dans le cas d'une adaptation d'un service existant ?;Les analyses ACV peuvent etre realisees sur des services existants afin de les rendre plus efficaces dans le cas d'une refonte ou adaptation d'un service existant.;Revalorisation;;;;;Low;OnUpdate;ACV
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Le refroidissement affecte-t-il les nappes phreatiques ?;L'utilisation de l'eau est associee aux hebergements informatiques. Le plus souvent l'eau circule mais la degradation peut provenir e la fois de la temperature et de la purete.;Utilisation;;;;;;;
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;L'emplacement du datacenter affecte-t-il l'ecosysteme e proximite ?;Les datacenters sont rarement installes au coeur des zones urbaines, ils beneficient d'environnement naturels plus favorables qu'ils ne doivent pas contribuer e appauvrir.;Acquisition;;;;;;;
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;La qualite de l'eau est-elle degradee par son utilisation dans le datacenter ?;Le datacenter doit etre en mesure de reutiliser l'eau qu'il rejette.;Utilisation;;;;;;;
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;L'eau utilisee ne provient-elle pas du reseau d'eau potable ?;Il n'y a pas de traitement superflu de l'eau necessaire au refroidissement du datacenter. En consequence l'utilisation de l'eau potable n'est pas envisageable.e;Utilisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;Once;Le dossier technique de l'hebergement trace les sources d'approvisionnement en eau
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Les dechets issus du datacenter sont-ils valorises ou recycles ?;Le traitement des dechets generes par un datacenter est complexe, il est donc necessaire de l'adresser et de se preoccuper de sa bonne gestion en termes de recyclage et de respect de l'environnement.;Utilisation;INCONTOURNABLE;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;Periodic;Le dossier technique de l'hebergement trace la revalorisation des dechets
HEBERGEMENT;B;C;C;Reduire l'impact de l'hebergement;Le datacenter produit-il une nuisance sonore ?;Conformement e l'article L1382 du Code Civil, tout datacenter doit veiller e limiter sa nuisance sonore (= pollution sonore).;Utilisation;;;;;;;
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Est-ce que de l'energie indirecte produite (chaleur) est reutilisee ?;La transformation d'energie produit de la chaleur. Afin de ne pas rejeter de source de chaleur dans l'environnement et eviter la consommation d'energie pour produire de la chaleur dans d'autres activites, la chaleur des datacenters doit etre reutilisee (chauffage de locaux, d'eau, de serres, ...);Utilisation;;;;;;;
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Est-ce que le betiment est certifie LEED / BDM ou equivalent ?;La structure du betiment peut etre plus ou moins efficace dans sa conception, les normes environnementales les plus performantes de construction doivent etre appliquees.;Acquisition;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Low;Once;Le dossier technique de l'hebergement trace la certification de la construction
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Est-ce que le refroidissement est optimise en fonction d'une analyse de temperature precise ?;Chaque degre supplementaire de refroidissement consomme de l'energie, l'adaptation de la production de froid au besoin instantane permet de reduire cette consommation.;Utilisation;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;Medium;Periodic;Le dossier technique de l'hebergement trace la strategie de refroidissement
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Comment et sur quels criteres est optimise le refroidissement ?;Les temperatures de fonctionnement et le niveau d'hygrometrie des tolerances des serveurs sont etendues, le refroidissement doit etre optimise pour etre dans les valeurs hautes de ces plages.;Administration;;;;;;;
HEBERGEMENT;B;C;C;Reduire l'impact de l'hebergement;L'infrastructure du datacenter prend-t-elle en compte les contraintes de refroidissement ?;L'organisation du datacenter peut faciliter la gestion des flux de refroidissements avec des structures permettant de canaliser et reduire le volume d'air traite par le refroidissement.;Utilisation;;;;;;;
HEBERGEMENT;A;C;C;Reduire l'impact de l'hebergement;Les alimentations des serveurs sont-elles efficaces ?;La consommation energetique des serveurs est l'un des facteurs permettant de reduire l'empreinte de l'hebergement. Les labels et certifications en constantes evolutions facilitent le choix des gammes et modeles de serveurs. Certains equipements disposent de plusieurs sources d'alimentations. Les gestions d'alimentations redondantes doivent aussi entrer dans les criteres de choix;Administration;;(X / Y ) * 100;"Formalises = 100 ; prevus = 75 ; Identifies = 50 ; Non = 0";100;High;OnUpdate;Le dossier technique de l'hebergement trace les consommations electriques et la certification des serveurs
