Original family;Planet;People;Prosperity;RECOMMENDATION;Criteria;Justifications;Stage life cycle;inescapable;Indicators;X;Y;Priority;Recurrence;USE CASE;ID
Frontent;B;C;B;Implement technical solutions whose impact is the lowest;Do you reduce the number of picto used in the service?;All presentation elements have a superior weight in the characters of the alphabet. Whenever a pictogram is used while the information it vehicle could be presented differently the service increases its volume. In addition, access assistants do not always allow to restore these pictograms in good conditions.;Production;;;;;;;;BCK-1.C04
Frontent;B;C;B;Implement technical solutions whose impact is the lowest;Limit the number of fonts charged for the service?;Each font is encoded in a file that combines all associated symbols which represents a large volume of data exchange and manipulate.;Production;;;;;High;Onupdate;Source Code / Chrome Console;BCK-1.C05
;;;;;Do you privilege the Fonts Web-Safe?;The system fonts are embedded in the presentation tools and are not vehicle, the flows are reduced when used.;;;;;;;;;BCK-1.C06
Frontent;A;B;B;Implement technical solutions whose impact is the lowest;In case of printing, a font allowing the ink saving is put in place?;Dematerialization flows are sometimes broken, and impose the production of writing on paper. The user in some cases may also be more comfortable using printed documents rather than 100% electronic. Impressions have an important environmental impact, whether in paper consumption, consumables such as cartridges and printing inks. The needs of presentation in electronics or printing are different. On the other hand, the limitation of the environmental footprint must lead to reduce the density and the volume of information prints.;Production;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;Printing tests are made to verify the ink, papers and the relevance of the information printed.;BCK-1.C07
Frontent;B;C;B;Implement technical solutions whose impact is the lowest;Does the fonts use only are loaded only for a reduced number of objects?;Each font is encoderated in a file that combines all associated symbols which represents a large volume of data exchange and manipulates. When only a few elements of the police are used, the relationship between total volume and the volume actually useful becomes bad and an environmental impact is generated for any beneficiary.;Production;;(X / y) * 100;Policies analyzes;Fonts;Low;Onupdate;Source Code / Chrome Console;BCK-1.05
Frontent;B;A;B;Implement technical solutions whose impact is the lowest;Is the service develops in accordance with the RGAA recommendations?;Bee of the purely regulatory aspects, the anticipation of the consideration of accessibility is necessary to ensure coverage of this subject throughout the service life of the service. Anticipating future points of regulations and standards makes it possible to pierpen the service by limiting the needs of daylights dictated by the legal environment.;Design;;;;;High;Onupdate;DECLARATION OF ACCESSIBILITY;BCK-1.06
Frontent;A;B;B;Implement technical solutions whose impact is the lowest;Are the animations necessary, wished by the user?;The treatment of animations consumes technical resources and the attention of the users, moreover the animations are generally dependent on the technical characteristics of the terminals and generate incompatibilities that artificially grow to the renewal of the equipment.;Design;;(X / y) * 100;Analysis Analysis;Animations;High;Onupdate;User courses present media objects and the added value of the information proposed by these objects;BCK-1.07
Frontent;B;B;B;Implement technical solutions whose impact is the lowest;Is a CSS alternative available for an animation?;The information transmitted e the user by the animations can also be managed by CSS mechanisms that are less heavy so more economies of resources.;Production;;(X / y) * 100;Analysis Analysis;Animations;High;Onupdate;Source Code / Chrome Console;BCK-1.08
Frontent;;;;Look for the implementation of sober behaviors;;;;;;;;;;;BCK-1.09
Frontent;A;B;A;Look for the implementation of sober behaviors;Mapping objects, animations, videos presented in a static mode?;Mapping objects do not always have a relevance to be present in the form of dynamic and interactive objects. The static version in the form of plans can bring the user enough information without the need to interact with the object. Mapping objects are complex and need processing resources and the use of sensors, what the image versions of the planes avoid. The user retains the interaction possibility by activating the dynamic version but only his request.;Production;UNAVOIDABLE;(X / y) * 100;Analyzes objects;Dynamic objects;High;Onupdate;The analysis of source codes and navigation tests cover the search for dynamic elements.;BCK-1.10
Frontent;B;B;B;Look for the implementation of sober behaviors;Can positioning tracking be satisfied with a smaller frequency?;The technical operations carried out on the END front can implement physical sensors of the user peripheral. The solicitation of these sensors, and their counterfeit processes can cause premature wear and in case of failure to push to the renewal of the peripheral. Some software techniques reduce the use of physical sensors, or make sure they are employed with the minimum of constraints.;Use;;;;;;;;BCK-1.11
Frontent;B;B;B;Look for the implementation of sober behaviors;Are unnecessary searches limited by local search engines?;The use of local search engines in the service allow users to access more quickly to the information they need without browsing the integrality of the service. These search engines are therefore effective from an environmental efficiency point of view and assistance E the user. On the other hand, local search engines do not have all the information to propose answers adapted to users and rely on remote resources. It is important to reduce the exchanges with these remote resources so as not to cancel the guest acquired through the use of the search engine.;Use;;;;;;;;BCK-1.12
Backend;;;;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;;;;;;;;;;;BCK-1.C08
Backend;A;C;A;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Is the number of requests minimized (proscribe loop use)?;Each exchange will consume resources on the transmitter and the recipient, consume exchange flows and data. It is necessary to reduce these exchanges;Production;UNAVOIDABLE;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;The analysis of the source codes cover the performance elements.;BCK-2
Backend;B;B;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Does an alternative to SQL requests are used when it is possible (local storage or assimila)?;Database management engines provide efficient technical solutions but to the detriment of complex technical mechanisms and therefore resource consumers. Sometimes simpler solutions bring a similar result with lower influence.;Production;;;;;;;;BCK-2.C01
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Implementing requests use joints rather than multiplying requests? E;Data access mechanisms can lead to significant treatment times and therefore a significant use of resources. Most often these charges are associated with a user session and therefore multiply with the increase in the traffic on the service. The DBMS engines offer several effective analysis mechanisms for the organization of data and need. REDUCE THE DATA ACCESS LOG for a user session is an environmentally and effective point of view for the technical performance of the service.;Production;;;;;High;Onupdate;Source Code - SGBD;BCK-2.C02
Backend;A;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Can data be saved in increment?;A data is present in several different environments, especially on each backup. This will consume space, transfer flows if the backups are externalized. The presence of an unmodified data on all sets of backups provides only very little value from the coet that it represents. The incremental safeguards solutions must be implemented to reduce the impact of this indispensable security.;Deployment;;;;;;;;BCK-2.C03
Backend;A;C;A;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Is the abolition of obsoleted data geared?;The regulation requires maetrerize the life cycle for certain categories (personal data framed by the RGPD). The other categories of data are not taken into account, which leads to accumulating the data without taking into account the delays of fire, which introduces a permanent increase in the volume of data, volumes of safeguards, resources consumed by the access to data. Over time, the level of precision of the data loses its importance which must drive e reduce the volume in the preceding phase the pure and simple withdrawal.;End of life;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Impact Analysis Determne Impact Reduction Shares with Conquered Stakeholders;BCK-2.C04
Backend;A;C;A;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Are the indexes of the databases coherents in relation to the operations?;The organization of data has a strong impact on research performance in a DBMS. The structuring rules of data collections make it possible to optimize these points. DBMS engines also have performance indicators that facilitate optimization boards. Less time and data access processing generates less energy consumption and a lower over-sizing of servers that host these engines.;Administration;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;The DBMS Administration tracks index performance and restructuring needs of databases;BCK-2.C05
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Is an alternative to the relational model envisaged?;The relational models of DBMS provide efficient solutions to manage very segmented data structures, but in return these DBMS engines are more consumers of technical resources. Alternative models can be more efficient (NOSQL) for certain categories of use.E;Deployment;;;;;;;;BCK-2.01
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Is a nosql solution more efficient than its relational equivalent?;The prediction of performance gain between a relational model and nosql is difficult and very dependent on the organization and use of data collections. Only a comparative study on a sample can make it possible to establish the gains and benefits of each alternative.;Deployment;;;;;;;;BCK-2.C06
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Have the different solutions of access to data (requests, triggers, steady procedures) have been tested?;Different methods of data access provided by DBMS engines can produce different resource consumption for similar results. Among these solutions, the requests, the necessary procedures, the triggers must be evaluated to determine for each use the best candidate, which will reduce the consumption of resources.;Production;;;;;;;;BCK-2.02
Backend;A;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;"Are the explain clauses used on the requests from the ""Slow Query"" to optimize the indexes?";"Most DBMS engines currently have a supervisory mode for identifying the most resource-consuming actions. The methods of investigations of treatments identified as ""heavy"" are also provided by the engines in order to give the possible axes of improvement to reduce the classes and loads of the operations.";Production;;;;;;;;BCK-2.03
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Are Slow Query's detection thresholds defined in effect?;Even if the data structure does not include, volumetries will change between the design and use of the service. This volume can cause load phenomena or resource content that were not apparent before. The follow-up of the evolution of the most consumer treatments is indispensable throughout the life of the service.;Administration;;;;;;;;BCK-2.04
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;"Do the ""live"" and ""dead"" data are managed in different ways (eg slow storage for ""dead"" data)?";Historical data must be preserved for legal reasons or service features. Inactive data utilization rates do not justify the use of high performance mechanisms for storage. The most efficient storage mechanisms are also often those who are the most consumers of energy or who have a shorter physical renewal cycle.;End of life;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Perioric;Impact analysis;BCK-2.C07
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Are the data often accedes available in RAM?;The consumption of treatment resources is more important when the information needs to be collected on physical media (disks, networks) rather than memory RAM. The most frequently acceded data should benefit from this solution to reduce the energy energy, the performance will also be more eleven.;Administration;;;;;Medium;Perioric;Technical file;BCK-2.C08
Backend;A;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Do the data replications between multiple database instances (cluster) are adapted to the sensitivity and the need for availability?;The same data can be duplicated to ensure the availability and security requirements. Redundancy is effective in securing data, but all data do not justify this precaution that increases storage volumes and generate synchronization treatments. Only sensitive data must be secured with most effective redundancy mechanisms. The clustering of DBMS engines makes it possible to manage the motor failure. If in addition each engine use redundant storage (Mirroring, Raid 5, ...) the same data that can be multiplied by 6 (most often a cluster contains 3 instances to manage quorums in case of failure of a knot).;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;The technical folder determines the sensitizes of data and the redundancy mode to apply to ensure the required availability;BCK-2.C09
Backend;B;C;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Do the data have an expiry date that they are deleted?;Specifications appeal to collections of asynchronous procedures or periodic techniques essential for the proper functioning of the service. These elements are most often invisible and in the absence of explicit specifics of withdrawal processes they are rarely taken into account for the purpose of operating a service. Each of these elements must bear its own end of life information.;End of life;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Technical file;BCK-2.05
Backend;B;A;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Are sensitive data collection?;The data that the users entrust are under your responsibility and the users must be kept informed of the care you implement to ensure the confidentiality of these data. The RGDP imposes a framework for personal data but does not cover other categories that would merit the same precautions. The treatment register, the RGPD PIA must be made, updated and valid by the DPO (Delegate E Protection of data). Exchange data with other providers must be subject to accountability analysis. Limit the collection of sensitive data, beyond the respect of the user, also reduces the charge and the responsibility of administration of these personal data;Design;;(X / y) * 100;Sensitive data analysis;Sensitive data;High;Onupdate;RGPD lias;BCK-2.C10
;;;;;Are they indispensable?;;;;;;;;;;BCK-2.06
Backend;B;B;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Are the data collected data really useful?;The data that the users entrust are under your responsibility and the users must be kept informed of the care you implement to ensure the confidentiality of their data. The RGDP imposes a framework for personal data but does not cover other categories that would merit the same precautions. The imprint of the service data is repercutting throughout the service lifecycle, the reduction of the collection of data collected is essential to limit these impacts;Use;;(X / y) * 100;DATA ANALYSIS;Collected data;High;Onupdate;Navigation / Chrome: Network;BCK-2.07
Backend;A;B;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Does the API provide limits, filters and the E field list?;The routes and needs of users are very difficult to anticipate. A tendency consists of providing the Front End a maximum of data to cover the maximum of use case. This practice is ineffective from a NR point of view because the collection, treatment and routing of the data generates a load and therefore a significant energetic consumption without certain that all these data will actually be used. The imprint of the service must be reduced by collecting only the indispensable data as the procedure of the service via the API mechanisms.;Production;;(X / y) * 100;API DATA ANALYSIS;DATA API Collected;High;Onupdate;The analysis of source codes, search for the settings of API calls without limitations of limits. Development tools and the browsers console make it possible to draw exchange flows, volumes and frequencies (eg Chrome: Console / Network);BCK-3
Backend;B;A;A;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Are user sensitive data secure?;The RGDP imposes the establishment of a PIA, it must be actually followed and integrated in the quality processes. In the prelept, all sensitive data security solutions must be applied and validated.;Deployment;;(X / y) * 100;Sensitive data analysis;Sensitive data;High;Onupdate;Risk analysis;BCK-3.01
Backend;C;B;B;REDUCE THE IMPACT OF DATA OF THEIR STORAGE AND ACCESS;Are the regulation (personal, health, financial) data comply with the structuring recommendations of these categories of data?;The regulatory framework of certain categories of data is very strict, compliance with these data to protect users is an important criterion. It is essential that in the process of development no breeze is possible and all interoperabilities with the standard mechanisms of these areas are validated.;Deployment;;;;;;;;BCK-3.02
Backend;;;;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;;;;;;;;;;;BCK-3.03
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Does the web server uses asynchronous and multi-thread?;The physical architectures of the servers have mechanisms to optimize thread gestions. Software should be in action to exploit these features to optimize the use of physical resources to limit the requirements of on-sizing equipment to process the operating charge of services.;Deployment;;;;;;;;BCK-3.04
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Do we evaluate the dependence tree of integrated components?;Often the components from public libraries (open source or commercial) provide a set of functionalities that are rarely all used and drain out of the expenditures of other components with the same characteristics. In the end the project agrees a volume of libraries important while a small part is actually used. Privilegier Components whose dependencies and functionalities are pilotable in relation to the needs is effective from the NR point of view.;Deployment;;;;;;;;BCK-4
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Can we reduce dependings with an alternative component?;Dependence trees give the mapping of components and their relationships. A lowest reduced dependence tree is effective because it reduces code volumes, but this does not require that each branch of this outbreak tree is justified by effective use.;Acquisition;;;;;;;;BCK-4.01
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Is the user informed of ongoing treatment in background?;Some treatments are invisible from the user point of view, but can produce misunderstanding delays and encourage the user to renew his operations. The multiplication of unnecessary processing requests degrade NR performance.;Use;;;;;;;;BCK-4.C01
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Does the integration of asynchronous treatment be evaluated?;Different operations of operations can dilute on a longer period of time requests for loads on systems.;Production;;;;;;;;BCK-4.C02
Backend;A;B;A;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Do the unused resources are well released as soon as possible?;Development techniques freed up the developers of the explicit allocation of resources used. Nevertheless, the volume of the resources is conditioned by the information portion and the generalized use of global data will cause consumption overload that can lead to an on-dimensioning of the equipment while a more rational use would allow to dispense.;End of life;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Onupdate;The analysis of the source codes validates the release of resources;BCK-4.C03
Backend;B;C;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Is a VM indispensable by a container solution?;Virtual machines virtualization techniques duplicate the integrality of the operating systems and partition access to physical components. Other techniques E base of containers are more economical in terms of duplication and their proximity with physical components allow for better use and supervision of these resources.;Deployment;;;;;;;;BCK-4.02
Backend;B;C;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Does the availability of the service requires redundancy?;Redundancy ensures a high level of service. This solution requires a lot of duplication of physical equipment, networks, storage. This fault tolerance is sometimes justified by the service features, and sometimes goes to the requirements. The adaptation of the level of service and the need of the service reduces the environmental impact.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;Risk analysis;BCK-4.03
Backend;A;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Do the interactions between components benefit from cache systems?;The reduction of trade volumes, calculation operations, treatments, and access to data is an axis of optimization of resource consumption. The setting up of cache systems can reduce the parts of the repetitive operations. Cache mechanisms can be deployed different points of passage in a service. The closer the cache is to be used, the more the volume of transit data and the length of the path borrowed by the data is weak. The closer the cache is the source of the data, the more it can be mutualized by a significant number of users but the data will be all the same exchanges, only the processing operations and collections will be reduced.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;The technical folder identifies caches and cache strategy used for each type of stream. Covers (purge / disabled) management tools are used to validate actual performance (eg Chrome: Console / Network Enable - Disable Cache);BCK-4.C04
Backend;B;C;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Does the Framework or Utilized Technology does not block browser caches?;The use of certain framework, particularly in the case of Single Page application make it difficult to manage the cache on the user periphery. Employees technologies and development principles must limit these parasitic effects that will overload the needs of exchange while there is no place.;Acquisition;;;;;High;Onupdate;Technical file;BCK-4.C05
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Is there a light framework / library responding to the functional need?;A functional perimeter equal, several technical solutions are conceivable. The more the framework is reduced, the more its environmental impact will be reduced because the flows will be minimized and the consumption of reduced treatments. Technical performance also go into the same direction.;Acquisition;;;;;;;;BCK-4.C06
Backend;B;B;A;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Is an open source solution available for the functional need?;An open source solution is not a guarantee of NR efficiency and the different alternatives must be challenged. But open source makes it possible to limit the ambitions and directions of certain actors whose economic, social practices are opaques.e;Acquisition;;;;;;;;BCK-4.C07
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Are the versions of the components used followed and applied?;Capitalize on the best practices deployes is a pledge of environmental and operational efficiency. Technical Advances Being Fast It is important to propagate quickly all environmental benefits that could be integrated into a component, as part of the monitoring of the state of the art and environmental performance.;Maintenance;;;;;;;;BCK-5
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Is the Securization Implemented is justified in terms of operations carried out?;The implementation implementation generates an additional environmental footprint which must be related to the critical aspect of the operation concerns, rather than in a mode of generalization of the level of security of the entire service. This security level segmentation must have a global beneficiary, and do not generate impact supercoet.;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Onupdate;Risk analysis;BCK-5.01
Backend;B;C;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Is the log level adapted to the environment?;The implementation of services is associated with the production of information allowing its opponent, such as the events of anomalies, the traces of execution of debug. These generous logs automatically are useful if they are actually exploited to make the service, but generate a waste of resources when they are collected to be ignored.;Administration;;;;;;;;BCK-5.02
Backend;B;C;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;"Are temporary files included in the ""Logrotate""?";In the process of executing temporary files are produced. These unnecessary files, after their very punctual use, must be removed from storage spaces. The mechanisms of cleaning these temporary files are available on all operating systems and must be implemented.;Deployment;;(X / y) * 100;Temporary monitors;temporary files;Low;Perioric;File System;BCK-5.03
Backend;B;B;B;Use the technical components that improve the NR, SECURITY and PERFORMANCE aspects;Are the functionalities documents documented to allow their reutilization?;On the one hand in an organization projects present many similarities, on the other hand the NR aspects addresses in the projects are often from the same order. In order to capitalize on these elements and benefit from the efforts produced, it is necessary to rely on a stable knowledge base. However, the maturity of an organization from an NR point of view is to progress, so the documents must also follow these evolutions and actively participate in this increase in maturite.e;Revaluation;UNAVOIDABLE;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;Low;Onupdate;The integrated technical documentation of the elements NR;BCK-5.04
Backend;;;;Limit the volume of exchange;;;;;;;;;;;BCK-5.C01
Backend;A;B;A;Limit the volume of exchange;Are the exchange data compressed / minibly transmitted?;The indispensable exchanges must reduce the volume of transfers. The mining of the exchanges, the compression of the exchanges exchanges make it possible to reduce these volumes. However, the compression and decompression operations require processing executions that can cancel the exchange of the exchange of exchanges.;Deployment;UNAVOIDABLE;(X / y) * 100;Volume;Transfer volume;High;Onupdate;Development tools / consoles and browser extensions can verify good practices (eg Chrome - Greenit Extension / Good Practices);BCK-5.05
Backend;A;B;A;Limit the volume of exchange;Is pagination used on data exchanges?;The information restitution capacity of user peripherals are limited. On the other hand the assimilation capacity of data by the user is also constrained. It would be inefficient that the volume of data transmitted either beyond these limits, it would lead to a waste of the use of treatment resources.;Production;;(X / y) * 100;API DATA ANALYSIS;DATA API Exchange;High;Onupdate;The analysis of source codes, search for the settings of API calls without limitations of limits. Development tools and the browsers console make it possible to draw exchange flows, volumes and frequencies (eg Chrome: Console / Network);BCK-5.06
Backend;A;B;A;Limit the volume of exchange;Does the number of requests between the client and the server is minimized?;Operations carried out on the Front End generate requests to remote services. The higher the number of requests, the more treatment and exchange mechanisms will consume resources. The perimeter and design of the requests of the Back End must make it possible to limit the number of requests.;Production;;(X / y) * 100;Request Analysis;REQUEST BO;High;Onupdate;The analysis of source codes, search API calls. Development tools and the browsers console make it possible to draw exchange flows, volumes and frequencies (eg Chrome: Console / Network);BCK-6
Backend;B;B;B;Limit the volume of exchange;Do the exchange data only correspond to the immediate need?;The perimeter and design of the requests of the Back End must limit the volume of data exchanged to satisfy as the measurement of its route, the user needs without anticipating on predictions of hypothetical use.;Production;;(X / y) * 100;API DATA ANALYSIS;DATA API Exchange;High;Onupdate;Navigation / Chrome: Network;BCK-6.C01
Backend;;;;Use development principles that reduce impacts;;;;;;;;;;;BCK-6.C02
Backend;B;B;B;Use development principles that reduce impacts;Are users notifications needed?;Notifications methods can use resource-consuming technologies and some practices are aimed at multiplying what increases the environmental footprint of the service. Reduce notifications, use Legers mechanisms, and allow the user to disable these notifications is useful for reducing energy consumption as well as users' diligence.;Use;;(X / y) * 100;Notifications Analysis;Notifications;Medium;Onupdate;Users;BCK-6.C03
Backend;B;A;B;Use development principles that reduce impacts;Is the SSO implemented when it is possible?;The reduction of user identification operations allows you to turn off the processing and security load.;Use;;;;;;;;BCK-6.01
Backend;B;B;B;Use development principles that reduce impacts;What would be my Dev reflex, to take into account the life cycle?;The consideration of the cycle must be integrated in the development phases. Developers are the main actors who, by their choices, their practices will condition future results. Taking into account the life cycle in development is indispensable. It would be more cookies, more risk and less effective to treat aspects of downstream life cycle.;Production;;;;;;;;BCK-6.02
Backend;B;A;B;Use development principles that reduce impacts;Does each Party have the latitude of taking decisions that can affect the environmental impact?;Development orientations can evolve over time. These evolutions must systematically take into account the NR aspects. Adaptations are most often the fact of the trades. Technical constraints that appear during development and generating environmental impacts must also be able to be treated by the technical teams with pre-defined validation paths.;N / A;;;;;;;;BCK-6.03
Backend;C;B;A;Use development principles that reduce impacts;Is the code analysis used in the continuous integration process?;Standardization and verification of product codes conformity makes it possible to identify compliance with the NR recommendations and to refine the follow-up of these practices.;Deployment;;(X / y) * 100;Lines Analysis;Line lines;High;Onupdate;Continuous integration;BCK-6.C04
Backend;C;B;A;Use development principles that reduce impacts;Are the quality metrics of code followed?;The quality of the software produces a direct impact on the NR aspects. The defects entail multiple deliveries of new successive versions, the anomalies gain traces of traces of important anomalies, and more functionalities more consumer technical resources, sometimes for a result not achieved, so resources have been wasted to produce any results. .;Deployment;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Continuous integration;BCK-6.04
Backend;B;B;B;Use development principles that reduce impacts;Are the functionalite test reports available and followed?;Coverage of functional tests and the acquired quality by taking into account all test cases makes it possible to reliable development, and to avoid ineffective software operations that consume technical resources without making the functionality and generate multiple updates. . User dissatisfaction is the frustration of development teams that need to treat non-quality without being able to progress in their trades.;Deployment;;;;;;;;BCK-6.05
Backend;A;B;A;Use development principles that reduce impacts;Have the NR performance tracking tools have been identified and developed development?;The technical advances of the NR will provide tools facilitating the implementation and monitoring of NR performance. Tools References to assist developments will multiply with the increase in maturite NR of all organizations. The first available tools were oriented on user point purposes, the only tools for CEE server treatments are those used for tracking technical performance. Technical performance and NR are growing in the same way.;Deployment;;;;;;;;BCK-6.06
Backend;A;B;A;Use development principles that reduce impacts;Has an analysis of the consumption profile of the application been carried out?;The consumption of codes can be analyzed with tools that trace all the calls and the unit and global parts of each functions or methods. This consumption profile is a good starting point to reduce the consumption of service. Depending on the uses, the profile may be brought to change is the subject of regular follow-up.;Administration;;;;;;;;BCK-6.C05
Backend;B;B;B;Use development principles that reduce impacts;Does each deployee version follow the same process of NR performance qualification?;Each day must improve the environmental impact of the service or cancel it if these NR principles are not systematically applied e each application operation. To keep coherence and capitalize on realized efforts and benefits, the maintenance phases must follow the same steps;Maintenance;;;;;;;;BCK-6.C06
Backend;;;;Control the regulatory aspects;;;;;;;;;;;BCK-6.07
Backend;C;B;A;Control the regulatory aspects;Is the treatments (RGPD) mapping available?;The data that the users entrust are under your responsibility and the users must be kept informed of the care you implement to ensure the confidentiality of these data. The treatment register, the RGDP PIA, must be made, updated and validated by the DPO (Delegue E Protection of data). Exchange data with other providers must be subject to accountability analysis. Limit sensitive data collection, bey of respect for the user, also reduces the load and responsibility of administration of these personal data.;Design;;;;;High;Onupdate;RGPD lias;BCK-6.08
Backend;C;B;A;Control the regulatory aspects;Is the risk analysis (RGPD) conducting?;The data that the users entrust are under your responsibility and the users must be kept informed of the care you implement to ensure the confidentiality of their data. The treatment register, the RGPD PIA must be made, updated and validated by the DPO (Delegue E Protection of data). Exchange data with other providers must be subject to accountability analysis. Limit the collection of sensitive data, beyond the respect of the user, also reduces the charge and the responsibility of administration of these personal data;Administration;;;;;High;Onupdate;RGPD lias;HEB-1
Backend;C;A;A;Control the regulatory aspects;Is the GSWA taken into account?;Failure to comply with regulations is first of all Illegal and can cause significant penalties. It also cuts users even out of the disability setting of access to the service.;Design;;;;;High;Onupdate;AUDIT ACCESSIBILITY;HEB-1.C01
Backend;C;B;A;Control the regulatory aspects;Are the regulation (banking, health, ...) data secure?;The regulatory framework of certain categories of data is very strict. Respect for these data to protect users is an important criterion. It is essential that in the process of development no breeze is possible and all interoperabilities with the standard mechanisms of these areas are validated.;Deployment;;;;;High;Onupdate;Risk analysis;HEB-1.C02
Backend;C;A;A;Control the regulatory aspects;Are regulation data used?;The regulatory framework of certain categories of data is very strict. Respect for these data to protect users is an important criterion. It is essential that in the process of development no breeze is possible and all interoperabilities with the standard mechanisms of these areas are validated.;Design;;;;;;;;HEB-1.C03
Backend;B;B;B;Control the regulatory aspects;Is the service in the course of design consistent with the evolutions of society and legislation?;Bee of the purely regulatory aspects, the anticipation of taking into account the evolution of societal expectations is necessary to ensure coverage of this subject throughout the service life of the service. Anticipate future regulation points and standards makes it possible to pierpen the service by limiting the needs of daylights dictated by the environmental environment.;Design;;;;;Low;Onupdate;Risk analysis;HEB-1.01
Backend;A;B;A;Control the regulatory aspects;Is the infrastructure provider able to expose its environmental metrics?;In NR dimensions, human, environmental and economic aspects occupy an important place. Ensuring that all stakeholders including providers (and its own subcontractors and suppliers) used for the project have the same NR attentions is necessary so that the coherence of NR efforts is not anointing by a choice that could have been Be avoided.;Acquisition;;(X / y) * 100;"Formalises = 100; planned = 75; Identifies = 50; No = 0";100;High;Perioric;Purchase processes refue the NR strategies that suppliers should take into account.;HEB-1.02
Backend;;;;Establish a methodology that promotes the consideration of the NR aspects;;;;;;;;;;;HEB-1.C04
Backend;A;A;A;Establish a methodology that promotes the consideration of the NR aspects;Are the NR aspects spread and maintained on all the actors?;When each of the actors has a simple access of markers to evaluate the environmental impact of its actions and choices, it can adapt its practices to make the service more efficient and responsible.;N / A;;;;;;;;HEB-1.C05
